City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Cayenne,GF,2020-07-08 02:44:53,4.93,-52.33,77.0,100,75,2.24
304,Miles City,US,2020-07-08 02:44:53,46.41,-105.84,69.8,52,1,14.99
305,Kyren,RU,2020-07-08 02:44:54,51.68,102.14,68.05,70,93,3.83
306,Vila Franca Do Campo,PT,2020-07-08 02:44:54,37.72,-25.43,64.4,82,20,5.82
307,Ponta Delgada,PT,2020-07-08 02:44:54,37.73,-25.67,64.4,82,20,5.82
308,Gualaquiza,EC,2020-07-08 02:44:54,-3.4,-78.55,62.22,89,60,1.01
309,Mogadishu,SO,2020-07-08 02:41:33,2.04,45.34,77.72,85,100,16.08
310,Aksarka,RU,2020-07-08 02:44:55,66.56,67.8,65.89,70,100,3.36
311,Ocean City,US,2020-07-08 02:41:49,39.28,-74.57,78.8,83,1,5.82
312,Suntar,RU,2020-07-08 02:44:55,62.14,117.63,73.53,38,27,6.04
313,Whitehaven,GB,2020-07-08 02:40:43,54.55,-3.58,52.0,95,100,5.95
314,Barra Dos Coqueiros,BR,2020-07-08 02:44:55,-10.91,-37.04,75.2,88,75,13.87
315,Kaohsiung,TW,2020-07-08 02:44:55,22.62,120.31,89.6,62,75,8.05
316,Saint-Paul,RE,2020-07-08 02:44:55,-21.01,55.27,71.6,78,90,11.41
317,Asau,RO,2020-07-08 02:44:55,46.43,26.4,52.0,84,46,3.42
318,Novita,CO,2020-07-08 02:44:56,4.96,-76.61,74.73,91,100,1.45
319,Mersin,TR,2020-07-08 02:44:56,36.86,34.65,75.2,94,40,7.9
320,Muisne,EC,2020-07-08 02:44:56,0.6,-80.03,74.14,88,100,10.07
321,Lagoa,PT,2020-07-08 02:44:56,39.05,-27.98,68.31,89,0,4.79
322,Gizo,SB,2020-07-08 02:44:56,-8.1,156.84,84.29,71,75,2.51
323,Lavrentiya,RU,2020-07-08 02:44:56,65.58,-171.0,43.74,92,100,5.12
324,Viedma,AR,2020-07-08 02:44:57,-40.81,-63.0,42.84,66,100,14.41
325,Ulagan,RU,2020-07-08 02:44:57,50.63,87.96,63.27,62,89,2.91
326,Pascagoula,US,2020-07-08 02:44:57,30.37,-88.56,77.0,88,1,3.11
327,Turbaco,CO,2020-07-08 02:44:57,10.33,-75.41,78.66,85,92,10.18
328,Severo-Kurilsk,RU,2020-07-08 02:44:57,50.68,156.12,53.55,85,95,15.37
329,Mahebourg,MU,2020-07-08 02:44:57,-20.41,57.7,71.6,83,75,8.05
330,Margate,GB,2020-07-08 02:44:57,51.38,1.39,59.0,100,100,1.99
331,Loiza,PR,2020-07-08 02:44:58,18.43,-65.88,78.8,88,40,4.7
332,Kuznechnoye,RU,2020-07-08 02:44:58,61.12,29.87,55.0,84,100,4.68
333,San Cristobal,VE,2020-07-08 02:44:58,7.77,-72.22,64.35,90,100,2.75
334,Gari,RU,2020-07-08 02:44:58,59.43,62.35,75.54,67,0,4.23
335,Huilong,CN,2020-07-08 02:44:58,31.81,121.66,84.0,89,26,15.32
336,Havre-Saint-Pierre,CA,2020-07-08 02:44:03,50.23,-63.6,57.2,87,1,5.82
337,Penzance,GB,2020-07-08 02:40:03,50.12,-5.54,59.0,100,90,14.99
338,Westport,US,2020-07-08 02:43:59,41.14,-73.36,69.8,94,90,12.75
339,Tiksi,RU,2020-07-08 02:44:59,71.69,128.87,36.19,93,100,6.13
340,Saint-Francois,FR,2020-07-08 02:44:59,46.42,3.91,50.0,81,27,1.12
341,Stuart,US,2020-07-08 02:41:31,27.2,-80.25,80.6,78,40,5.82
342,Yulara,AU,2020-07-08 02:44:59,-25.24,130.99,59.0,38,0,9.17
343,Aklavik,CA,2020-07-08 02:42:02,68.22,-135.01,55.4,58,75,8.05
344,Mwense,ZM,2020-07-08 02:44:59,-10.38,28.7,52.86,59,0,3.27
345,Taywarah,AF,2020-07-08 02:44:59,33.35,64.42,65.88,27,0,3.89
346,Plainview,US,2020-07-08 02:44:59,40.78,-73.47,75.99,88,75,3.36
347,Codrington,AU,2020-07-08 02:45:00,-38.27,141.97,55.63,70,0,6.11
348,Anarrakhi,GR,2020-07-08 02:45:00,40.48,21.57,49.96,79,0,4.81
349,Mayo,US,2020-07-08 02:45:00,38.89,-76.51,81.0,83,1,9.17
350,Myre,NO,2020-07-08 02:45:00,69.1,15.95,46.4,87,100,4.7
351,Kerema,PG,2020-07-08 02:45:00,-7.96,145.78,80.8,78,76,8.77
352,Muros,ES,2020-07-08 02:45:00,42.78,-9.06,66.99,75,1,1.99
353,Carutapera,BR,2020-07-08 02:45:01,-1.2,-46.02,73.71,92,100,2.68
354,Gazli,UZ,2020-07-08 02:45:01,40.13,63.45,89.55,18,0,11.03
355,Yuci,CN,2020-07-08 02:45:01,37.68,112.73,80.6,61,41,2.24
356,Chapais,CA,2020-07-08 02:45:01,49.78,-74.85,66.2,100,20,4.7
357,Cajamar,BR,2020-07-08 02:45:01,-23.35,-46.88,71.6,46,0,4.7
358,Piopio,NZ,2020-07-08 02:45:01,-38.47,175.02,48.99,89,98,4.0
359,Leshukonskoye,RU,2020-07-08 02:45:02,64.9,45.76,61.38,76,56,5.61
360,Pafos,CY,2020-07-08 02:45:02,34.77,32.42,69.8,88,20,6.93
361,Puerto Madryn,AR,2020-07-08 02:45:02,-42.77,-65.04,46.06,62,81,29.59
362,Nouadhibou,MR,2020-07-08 02:45:02,20.93,-17.03,68.0,94,90,10.29
363,Zhenlai,CN,2020-07-08 02:45:02,45.85,123.3,84.45,29,0,7.81
364,Ponnani,IN,2020-07-08 02:45:02,10.77,75.93,75.2,88,75,6.93
365,Ballina,AU,2020-07-08 02:45:02,-28.87,153.57,59.0,93,90,11.41
366,Baicheng,CN,2020-07-08 02:45:02,45.62,122.82,84.29,28,10,5.93
367,Konevo,RU,2020-07-08 02:45:03,62.12,39.32,59.45,96,73,2.15
368,Kargil,IN,2020-07-08 02:45:03,34.57,76.1,57.36,44,0,2.89
369,Tura,IN,2020-07-08 02:45:03,25.52,90.22,82.98,79,52,5.41
370,Arman,RU,2020-07-08 02:45:03,59.7,150.17,50.81,87,100,4.14
371,Vawkavysk,BY,2020-07-08 02:45:03,53.16,24.45,47.62,92,0,6.78
372,Pangai,TO,2020-07-08 02:45:03,-19.8,-174.35,78.8,83,75,9.17
373,Nanortalik,GL,2020-07-08 02:45:04,60.14,-45.24,40.64,90,100,5.55
374,Kangaatsiaq,GL,2020-07-08 02:45:04,68.31,-53.46,39.09,88,100,4.9
375,Xining,CN,2020-07-08 02:45:04,36.62,101.77,72.95,43,82,2.53
376,San Patricio,MX,2020-07-08 02:45:04,19.22,-104.7,86.0,70,40,5.01
377,Vanimo,PG,2020-07-08 02:45:04,-2.67,141.3,84.72,68,89,14.16
378,Seymchan,RU,2020-07-08 02:45:04,62.88,152.43,73.67,35,100,13.35
379,Cabo Rojo,PR,2020-07-08 02:41:16,18.09,-67.15,82.99,87,86,7.92
380,Vao,NC,2020-07-08 02:45:05,-22.67,167.48,68.22,67,0,17.27
381,Hudson Bay,CA,2020-07-08 02:45:05,52.85,-102.38,66.06,81,57,3.85
382,Kande,TG,2020-07-08 02:45:05,9.96,1.04,72.97,90,71,3.94
383,Lahaina,US,2020-07-08 02:45:05,20.88,-156.68,86.0,42,20,16.11
384,Carlisle,US,2020-07-08 02:45:05,40.2,-77.19,75.0,90,9,2.06
385,Los Santos,PA,2020-07-08 02:45:05,7.93,-80.42,78.39,84,100,6.15
386,Maroua,CM,2020-07-08 02:45:06,10.59,14.32,77.27,75,99,4.79
387,Padang,ID,2020-07-08 02:40:32,-0.95,100.35,82.44,68,100,3.74
388,Bauchi,NG,2020-07-08 02:45:06,10.5,10.0,71.26,89,13,3.31
389,Norman Wells,CA,2020-07-08 02:45:06,65.28,-126.83,57.2,87,75,4.7
390,Iquique,CL,2020-07-08 02:45:06,-20.22,-70.14,59.0,77,0,8.05
391,Hamilton,US,2020-07-08 02:45:06,39.18,-84.53,81.0,74,1,3.36
392,Avera,US,2020-07-08 02:45:06,33.19,-82.53,77.0,93,90,3.36
393,Qurayyat,SA,2020-07-08 02:45:07,31.33,37.34,69.8,43,0,18.34
394,Otradnoye,RU,2020-07-08 02:45:07,59.78,30.82,57.2,82,100,2.24
395,Mount Isa,AU,2020-07-08 02:45:07,-20.73,139.5,75.2,38,1,11.41
396,Russellville,US,2020-07-08 02:42:09,35.28,-93.13,80.6,78,1,2.53
397,Fairbanks,US,2020-07-08 02:45:07,64.84,-147.72,77.0,33,75,12.75
398,Sibiti,CG,2020-07-08 02:45:07,-3.68,13.35,63.27,99,8,1.68
399,Itarema,BR,2020-07-08 02:45:07,-2.92,-39.92,75.11,74,0,7.87
400,Cortland,US,2020-07-08 02:45:07,42.6,-76.08,73.0,83,1,5.82
401,Samfya,ZM,2020-07-08 02:45:08,-11.36,29.56,53.29,63,0,5.7
402,Rock Sound,BS,2020-07-08 02:45:08,24.9,-76.2,83.88,75,40,11.9
403,Luganville,VU,2020-07-08 02:45:08,-15.53,167.17,78.8,88,75,8.05
404,Ukiah,US,2020-07-08 02:45:08,39.15,-123.21,80.6,30,1,6.93
405,Kisangani,CD,2020-07-08 02:45:08,0.52,25.2,71.53,90,78,2.01
406,Severobaykalsk,RU,2020-07-08 02:45:08,55.65,109.32,69.3,48,100,8.81
407,Bantry,IE,2020-07-08 02:45:09,51.68,-9.45,57.2,100,75,10.29
408,Akyab,MM,2020-07-08 02:45:09,20.15,92.9,84.85,79,96,6.42
409,San Quintin,MX,2020-07-08 02:45:09,30.48,-115.95,67.53,80,0,12.06
410,Soe,ID,2020-07-08 02:45:09,-9.86,124.28,75.43,65,82,8.34
411,Harper,LR,2020-07-08 02:45:09,4.38,-7.72,75.45,88,100,10.13
412,Niquero,CU,2020-07-08 02:45:09,20.04,-77.58,80.33,82,27,13.58
413,Izhma,RU,2020-07-08 02:45:09,65.01,53.91,66.24,89,48,3.06
414,Port Lincoln,AU,2020-07-08 02:45:10,-34.73,135.87,56.82,49,0,10.92
415,Jardim,BR,2020-07-08 02:45:10,-21.48,-56.14,62.06,79,34,8.88
416,Chibuto,MZ,2020-07-08 02:45:10,-24.69,33.53,63.73,91,1,7.45
417,Bundaberg,AU,2020-07-08 02:45:10,-24.85,152.35,69.01,82,90,14.99
418,Requena,ES,2020-07-08 02:45:10,39.49,-1.1,64.99,70,0,3.47
419,Zhanaozen,KZ,2020-07-08 02:45:10,43.3,52.8,88.93,19,0,7.85
420,Noumea,NC,2020-07-08 02:43:18,-22.28,166.46,73.4,53,32,18.34
421,Alta Floresta,BR,2020-07-08 02:45:10,-9.88,-56.09,70.52,59,0,2.13
422,Amga,RU,2020-07-08 02:45:11,60.9,131.96,75.06,35,3,2.95
423,Mecca,SA,2020-07-08 02:45:11,21.43,39.83,82.99,24,31,6.04
424,Tutoia,BR,2020-07-08 02:45:11,-2.76,-42.27,76.66,85,0,2.98
425,Raska,RS,2020-07-08 02:45:11,43.29,20.62,51.8,100,3,2.48
426,Abu Kamal,SY,2020-07-08 02:45:11,34.45,40.92,81.64,36,0,12.33
427,Kharp,RU,2020-07-08 02:45:11,66.8,65.81,67.86,62,99,7.72
428,Hobyo,SO,2020-07-08 02:45:11,5.35,48.53,78.64,71,15,20.18
429,Meadow Lake,US,2020-07-08 02:45:12,34.8,-106.54,93.2,9,40,11.41
430,Kupino,RU,2020-07-08 02:45:12,54.37,77.3,69.37,69,13,6.96
431,Praia Da Vitoria,PT,2020-07-08 02:45:12,38.73,-27.07,68.0,94,75,3.4
432,Huanren,CN,2020-07-08 02:45:12,41.26,125.37,77.29,38,0,7.47
433,Clarence Town,AU,2020-07-08 02:45:12,-32.58,151.78,61.0,63,75,6.93
434,Teya,RU,2020-07-08 02:45:12,60.38,92.63,70.25,53,72,7.05
435,Mae Ramat,TH,2020-07-08 02:45:13,16.98,98.52,80.6,88,40,1.36
436,Goma,CD,2020-07-08 02:45:13,-1.68,29.22,61.25,71,24,2.46
437,Charlestown,AU,2020-07-08 02:45:06,-32.95,151.67,61.0,74,83,5.57
438,Marawi,PH,2020-07-08 02:45:13,8.0,124.29,84.0,77,22,5.99
439,Zeya,RU,2020-07-08 02:45:13,53.75,127.27,79.11,36,49,4.14
440,Mayumba,GA,2020-07-08 02:45:13,-3.43,10.66,69.84,92,5,0.72
441,Xinye,CN,2020-07-08 02:45:14,32.52,112.35,88.3,60,0,6.87
442,Afyonkarahisar,TR,2020-07-08 02:45:14,38.75,30.67,64.42,85,99,6.73
443,Kitob,UZ,2020-07-08 02:45:14,39.08,66.83,84.2,23,85,4.68
444,Alugan,PH,2020-07-08 02:45:14,12.22,125.48,85.86,71,98,7.16
445,Aparecida Do Taboado,BR,2020-07-08 02:45:14,-20.09,-51.09,68.95,49,1,6.73
446,Pisco,PE,2020-07-08 02:40:25,-13.7,-76.22,61.0,82,0,3.36
447,Vicosa,BR,2020-07-08 02:45:14,-20.75,-42.88,61.0,99,0,2.1
448,Licheng,CN,2020-07-08 02:45:14,23.3,113.83,93.99,66,75,6.71
449,Simao,CN,2020-07-08 02:45:15,22.79,100.97,75.49,73,100,4.27
450,Ust-Omchug,RU,2020-07-08 02:45:15,61.15,149.63,53.94,64,100,6.78
451,Krasnoarmeysk,RU,2020-07-08 02:45:15,51.02,45.7,77.67,44,46,4.32
452,Mabaruma,GY,2020-07-08 02:45:15,8.2,-59.78,74.12,96,95,2.37
453,Saquarema,BR,2020-07-08 02:45:15,-22.92,-42.51,71.6,94,23,2.24
454,Half Moon Bay,US,2020-07-08 02:45:15,37.46,-122.43,70.0,49,5,10.29
455,Mikkeli,FI,2020-07-08 02:45:15,61.69,27.27,55.99,91,100,1.99
456,Hervey Bay,AU,2020-07-08 02:45:16,-25.3,152.85,66.99,79,38,8.99
457,Bilibino,RU,2020-07-08 02:45:16,68.05,166.44,66.76,40,69,11.16
458,Jinka,ET,2020-07-08 02:45:16,5.65,36.65,63.32,82,92,1.95
459,Batagay-Alyta,RU,2020-07-08 02:45:16,67.8,130.41,61.16,47,100,6.89
460,Hasaki,JP,2020-07-08 02:45:16,35.73,140.83,82.0,88,75,16.11
461,Edson,CA,2020-07-08 02:45:12,53.58,-116.44,59.0,87,1,4.7
462,Berdigestyakh,RU,2020-07-08 02:45:17,62.1,126.7,68.09,42,64,4.21
463,Radhanpur,IN,2020-07-08 02:45:17,23.83,71.6,86.07,71,12,15.21
464,Mariinsk,RU,2020-07-08 02:45:17,56.21,87.75,71.91,60,12,5.12
465,Presidencia Roque Saenz Pena,AR,2020-07-08 02:45:17,-26.79,-60.44,46.53,89,100,7.58
466,Qasigiannguit,GL,2020-07-08 02:45:17,68.82,-51.19,39.2,93,100,3.36
467,Mehamn,NO,2020-07-08 02:45:17,71.04,27.85,48.34,75,86,1.88
468,Slobodskoy,RU,2020-07-08 02:45:18,58.73,50.18,73.06,83,0,6.91
469,Ventspils,LV,2020-07-08 02:45:18,57.39,21.56,55.4,82,39,12.75
470,Alofi,NU,2020-07-08 02:45:18,-19.06,-169.92,78.8,69,75,8.05
471,Tonantins,BR,2020-07-08 02:45:18,-2.87,-67.8,73.45,95,98,1.68
472,Udachnyy,RU,2020-07-08 02:45:18,66.42,112.4,59.0,62,75,8.95
473,Sakete,BJ,2020-07-08 02:45:18,6.74,2.66,72.39,95,100,4.68
474,Shizunai,JP,2020-07-08 02:45:18,42.33,142.37,69.21,91,100,9.4
475,Zdvinsk,RU,2020-07-08 02:45:18,54.7,78.66,68.95,73,0,4.18
476,Grootfontein,NA,2020-07-08 02:45:19,-19.57,18.12,38.35,70,0,3.04
477,Saint Anthony,US,2020-07-08 02:45:19,45.02,-93.22,82.99,61,1,5.82
478,Teguldet,RU,2020-07-08 02:45:19,57.31,88.17,72.07,57,80,6.06
479,Ostrov,RU,2020-07-08 02:45:19,57.34,28.35,55.4,82,100,4.47
480,Adrar,MR,2020-07-08 02:45:19,20.5,-10.07,92.89,11,0,5.86
481,Kokoda,PG,2020-07-08 02:45:19,-8.88,147.74,83.01,60,72,4.97
482,Bogale,MM,2020-07-08 02:41:30,16.28,95.4,78.62,88,100,10.11
483,Lorengau,PG,2020-07-08 02:45:20,-2.02,147.27,85.28,72,24,11.45
484,Camocim,BR,2020-07-08 02:45:20,-2.9,-40.84,75.09,79,2,6.89
485,El Playon,CO,2020-07-08 02:45:20,7.47,-73.2,70.32,77,97,5.23
486,Melfi,IT,2020-07-08 02:45:20,41.0,15.65,64.4,77,5,10.29
487,Pineville,US,2020-07-08 02:45:20,31.32,-92.43,75.99,88,1,6.93
488,Marseille,FR,2020-07-08 02:45:20,43.33,5.5,70.0,63,86,3.36
489,Den Helder,NL,2020-07-08 02:45:20,52.96,4.76,54.0,100,90,3.36
490,Rujewa,TZ,2020-07-08 02:45:21,-8.7,34.38,61.97,63,45,7.36
491,Seoul,KR,2020-07-08 02:44:56,37.57,126.98,82.4,61,75,7.43
492,Jalu,LY,2020-07-08 02:45:21,29.03,21.55,70.11,83,0,10.38
493,Polyanka,UA,2020-07-08 02:45:21,50.26,27.69,50.36,94,53,8.88
494,Marsh Harbour,BS,2020-07-08 02:45:21,26.54,-77.06,84.16,73,83,7.18
495,Coquimbo,CL,2020-07-08 02:45:21,-29.95,-71.34,51.8,76,81,3.36
496,Petropavlovsk-Kamchatskiy,RU,2020-07-08 02:45:21,53.05,158.65,59.0,87,75,13.42
497,Tahe,CN,2020-07-08 02:45:22,52.33,124.73,85.24,25,4,4.0
498,Willemstad,CW,2020-07-08 02:41:58,12.11,-68.93,80.6,78,20,14.99
499,Tynda,RU,2020-07-08 02:45:22,55.17,124.72,77.72,38,57,4.56
500,Jurbarkas,LT,2020-07-08 02:45:22,55.08,22.77,48.25,93,35,7.23
501,Senno,RU,2020-07-08 02:45:22,59.53,33.92,54.81,98,100,11.01
502,Kirando,TZ,2020-07-08 02:45:22,-7.42,30.6,69.73,53,11,6.53
503,Chanthaburi,TH,2020-07-08 02:45:23,12.83,102.17,86.0,79,40,1.12
504,Galesong,ID,2020-07-08 02:45:23,-5.32,119.37,86.0,74,20,3.36
505,Carahue,CL,2020-07-08 02:45:23,-38.7,-73.17,42.8,100,90,11.41
506,Sivas,TR,2020-07-08 02:42:32,39.79,37.0,60.8,63,20,9.17
507,Song Phi Nong,TH,2020-07-08 02:45:23,14.22,100.02,93.99,58,54,7.92
508,Amasya,TR,2020-07-08 02:45:23,40.67,35.83,71.6,73,40,11.41
509,Mafinga,TZ,2020-07-08 02:45:23,-7.25,35.07,60.21,70,9,3.29
510,Krivosheino,RU,2020-07-08 02:45:24,57.34,83.93,70.99,68,90,5.3
511,Cururupu,BR,2020-07-08 02:45:24,-1.83,-44.87,72.43,92,41,0.36
512,Pacific Grove,US,2020-07-08 02:45:24,36.62,-121.92,60.8,77,75,12.75
513,Grand Gaube,MU,2020-07-08 02:45:24,-20.01,57.66,71.01,81,2,5.99
514,Kisesa,TZ,2020-07-08 02:45:24,-3.08,34.15,61.45,72,4,8.75
515,Volot,RU,2020-07-08 02:45:24,57.93,30.7,54.61,88,100,3.98
516,Dalgopol,BG,2020-07-08 02:45:24,43.05,27.35,60.8,77,10,9.17
517,Caravelas,BR,2020-07-08 02:45:25,-17.71,-39.25,69.01,83,0,4.14
518,Umm Lajj,SA,2020-07-08 02:45:25,25.02,37.27,78.21,55,0,2.06
519,Manta,EC,2020-07-08 02:43:55,-0.95,-80.73,71.35,85,94,9.33
520,Mufulira,ZM,2020-07-08 02:45:25,-12.55,28.24,47.03,73,0,4.5
521,Pucallpa,PE,2020-07-08 02:45:25,-8.38,-74.55,73.15,89,62,2.17
522,Marystown,CA,2020-07-08 02:45:25,47.17,-55.15,54.91,85,91,2.3
523,Berlevag,NO,2020-07-08 02:45:26,70.86,29.09,47.73,84,100,4.7
524,Tsiroanomandidy,MG,2020-07-08 02:45:26,-18.77,46.03,57.78,84,0,2.53
525,Hurricane,US,2020-07-08 02:45:26,37.18,-113.29,100.4,5,1,20.8
526,Derzhavinsk,KZ,2020-07-08 02:45:26,51.1,66.32,72.61,60,2,8.97
527,Mount Darwin,ZW,2020-07-08 02:45:26,-16.77,31.58,51.76,83,0,3.76
528,Kudahuvadhoo,MV,2020-07-08 02:45:27,2.67,72.89,83.88,70,64,5.91
529,Scottsbluff,US,2020-07-08 02:45:27,41.87,-103.67,87.8,22,1,21.92
530,Portland,US,2020-07-08 02:44:29,45.52,-122.68,68.0,68,75,5.82
531,Buin,CL,2020-07-08 02:45:27,-33.73,-70.75,46.4,87,75,3.36
532,Kathu,TH,2020-07-08 02:45:27,7.92,98.33,84.99,88,40,10.29
533,Tibati,CM,2020-07-08 02:45:28,6.47,12.63,66.07,97,100,1.99
534,Celestun,MX,2020-07-08 02:45:28,20.87,-90.4,83.98,76,57,14.12
535,Kiyasovo,RU,2020-07-08 02:45:28,56.35,53.12,73.0,81,0,5.95
536,Camacari,BR,2020-07-08 02:45:28,-12.7,-38.32,77.0,78,90,10.29
537,Adre,TD,2020-07-08 02:45:28,13.47,22.2,77.02,69,6,6.85
538,Shache,CN,2020-07-08 02:45:28,38.42,77.24,88.03,15,96,12.95
539,Canutama,BR,2020-07-08 02:45:29,-6.53,-64.38,76.17,77,67,2.26
540,Concepcion Del Oro,MX,2020-07-08 02:45:29,24.63,-101.42,64.72,67,85,13.04
541,Tautira,PF,2020-07-08 02:45:29,-17.73,-149.15,82.4,65,20,8.05
542,Tonj,SS,2020-07-08 02:45:29,7.27,28.68,68.65,95,89,3.94
543,Naldurg,IN,2020-07-08 02:45:29,17.82,76.3,79.02,76,32,13.33
544,Oistins,BB,2020-07-08 02:45:03,13.07,-59.53,80.6,83,40,6.93
545,Shamkhal,RU,2020-07-08 02:45:30,43.06,47.34,73.4,64,0,6.71
546,Pangnirtung,CA,2020-07-08 02:45:30,66.15,-65.71,45.73,75,100,1.34
547,Chumikan,RU,2020-07-08 02:45:30,54.72,135.31,52.81,75,59,10.54
548,Doka,SD,2020-07-08 02:45:30,13.52,35.77,72.7,85,100,13.91
549,Madona,LV,2020-07-08 02:45:30,56.85,26.22,48.58,96,66,4.21
550,Victor Harbor,AU,2020-07-08 02:45:31,-35.57,138.62,55.99,68,0,5.14
551,Lukaya,UG,2020-07-08 02:45:31,-0.15,31.87,69.8,83,75,3.36
552,Maningrida,AU,2020-07-08 02:45:31,-12.07,134.27,83.89,48,46,9.82
553,Kahului,US,2020-07-08 02:45:31,20.89,-156.47,81.0,73,5,15.99
554,Opuwo,NA,2020-07-08 02:45:31,-18.06,13.84,50.94,39,0,7.23
555,Marsa Matruh,EG,2020-07-08 02:45:31,31.35,27.25,75.2,78,40,5.82
556,Hwange,ZW,2020-07-08 02:45:32,-18.37,26.5,50.38,74,0,2.1
557,Ekhabi,RU,2020-07-08 02:45:32,53.51,142.97,58.64,77,85,9.62
558,Inhambane,MZ,2020-07-08 02:45:32,-23.86,35.38,67.08,81,0,11.48
559,Unisan,PH,2020-07-08 02:45:32,13.84,121.98,88.0,75,100,3.0
560,Bandarbeyla,SO,2020-07-08 02:45:32,9.49,50.81,82.0,57,0,23.8
561,Zhaodong,CN,2020-07-08 02:45:32,46.08,125.98,77.0,61,0,4.47
562,Traverse City,US,2020-07-08 02:45:32,44.76,-85.62,77.0,78,75,0.22
563,Sakaiminato,JP,2020-07-08 02:45:33,35.55,133.23,80.6,69,75,5.82
564,Mingguang,CN,2020-07-08 02:45:33,32.78,117.96,81.5,82,99,11.03
565,Kendari,ID,2020-07-08 02:45:33,-3.94,122.5,82.72,75,74,2.82
566,Itea,GR,2020-07-08 02:45:33,38.43,22.42,77.0,57,0,3.0
567,Mitsamiouli,KM,2020-07-08 02:45:34,-11.38,43.28,78.76,79,97,10.31
568,Caborca,MX,2020-07-08 02:45:34,30.58,-111.1,97.0,33,24,5.99
569,Keflavik,IS,2020-07-08 02:45:34,64.0,-22.56,48.2,81,75,9.17
570,Kabinda,CD,2020-07-08 02:45:34,-6.13,24.48,65.66,50,0,2.28
571,Sambava,MG,2020-07-08 02:45:34,-14.27,50.17,73.13,88,100,12.88
572,Samarai,PG,2020-07-08 02:45:34,-10.62,150.67,78.93,84,82,16.69
573,Grindavik,IS,2020-07-08 02:45:35,63.84,-22.43,46.4,81,75,9.17
574,Cabedelo,BR,2020-07-08 02:45:35,-6.98,-34.83,74.61,83,15,4.34
575,San Policarpo,PH,2020-07-08 02:45:35,12.18,125.51,85.53,71,97,7.09
576,Flin Flon,CA,2020-07-08 02:45:35,54.77,-101.86,69.37,52,96,2.98
