City_ID,City,Country,Max Temp,Lat,Lng,Current Description,Hotel Name
435,Sibu,MY,75.2,2.3,111.82,scattered clouds,RH HOTEL (4 Star)
436,Sayyan,YE,65.43,15.17,44.32,scattered clouds,الاستاذة مروى اليوسفي
439,Kozhva,RU,71.69,65.11,57.05,clear sky,Gostinicha IP Kayuda Olga Aleksandrovna
442,Cidreira,BR,50.67,-30.18,-50.21,clear sky,Novomar Pousada e Turismo Ltda
443,Visby,SE,50.0,57.64,18.3,broken clouds,Best Western Solhem Hotel Visby
445,Kireka,UG,71.6,0.35,32.65,few clouds,Ntinda View Apartments
446,Kruisfontein,ZA,52.21,-34.0,24.73,broken clouds,Oyster Bay House Rental
447,Hami,CN,78.42,42.8,93.45,overcast clouds,Laoyutang Resort
448,Jutai,BR,78.35,-5.18,-68.9,light rain,
449,Acarau,BR,78.98,-2.89,-40.12,clear sky,castelo pizzaria
450,Pangai,TO,78.8,-19.8,-174.35,broken clouds,Ha'apai Beach Resort
451,Piopio,NZ,51.01,-38.47,175.02,clear sky,Owls Nest Motel
452,Tottori,JP,77.0,35.5,134.23,light rain,Hotel Monarque Tottori
453,Chegdomyn,RU,70.52,51.12,133.02,few clouds,Gostinitsa Bureya
454,Zyryanka,RU,68.07,65.75,150.85,scattered clouds,Zyryanka
455,Pemangkat,ID,78.57,1.17,108.97,light rain,Kost H.Syamsuddin
458,Soyo,AO,73.47,-6.13,12.37,clear sky,Hotel Mpampa
459,Uyemskiy,RU,53.6,64.47,40.85,overcast clouds,Malyye Karely
460,Camana,PE,60.22,-16.62,-72.71,few clouds,Hostal Morales
461,Ziro,IN,60.84,27.63,93.83,light rain,Ka-ngam homestay
463,Almaznyy,RU,57.2,48.04,40.05,clear sky,
464,Berlevag,NO,46.78,70.86,29.09,overcast clouds,Kvitbrakka
465,Pasir Gudang,MY,78.8,1.46,103.88,broken clouds,Swan Garden Hotel
466,Mayya,RU,68.0,61.73,130.28,scattered clouds,
467,Pombia,IT,70.0,45.65,8.63,overcast clouds,Albergo Fontana
468,Pacific Grove,US,62.6,36.62,-121.92,clear sky,Lovers Point Inn
470,Alyangula,AU,78.8,-13.85,136.42,overcast clouds,Groote Eylandt Lodge
471,Golkoy,TR,68.0,40.69,37.62,broken clouds,memişoğulları
472,San Isidro,PE,60.8,-12.12,-77.05,overcast clouds,Radisson Hotel Decapolis Miraflores
474,Christchurch,NZ,51.01,-43.53,172.63,broken clouds,"Chateau on the Park - Christchurch, a DoubleTree by Hilton"
475,Deer Lake,CA,57.2,49.17,-57.43,shower rain,Holiday Inn Express Deer Lake
477,Saint-Augustin,CA,56.23,51.23,-58.65,overcast clouds,
478,Garowe,SO,79.99,8.41,48.48,overcast clouds,Curubo Hotel
479,Dharchula,IN,69.67,29.85,80.53,light rain,Mahara Hotel
480,Caucaia,BR,79.0,-3.74,-38.65,scattered clouds,M.O.S. Logística - Filial Fortaleza
481,Verkhnevilyuysk,RU,71.71,63.45,120.32,few clouds,Gostinitsa Mila
482,Burns Lake,CA,65.12,54.23,-125.75,broken clouds,Burns Lake Bed and Breakfast
483,Umba,RU,53.31,66.69,34.34,overcast clouds,Cedar Grass Beloye More
485,Vazante,BR,68.38,-17.99,-46.91,clear sky,Hotel Pousada e Restaurante
486,Nsunga,TZ,69.8,-1.14,31.39,clear sky,
487,Masterton,NZ,53.01,-40.96,175.66,scattered clouds,Copthorne Hotel & Resort Solway Park Wairarapa
490,Polyarnyy,RU,48.2,69.2,33.45,light intensity shower rain,Hotel Tatyana
491,Cape Coast,GH,75.11,5.11,-1.25,overcast clouds,Samrit Hotel
496,Hashtrud,IR,65.08,37.48,47.05,few clouds,هتل و مسافرخانه کارون
497,Zhangye,CN,73.49,38.93,100.45,clear sky,Zhangye Lvzhou Holiday Inn
499,Pachino,IT,72.0,36.72,15.09,clear sky,La Vignazza B&B
500,Port Augusta,AU,48.99,-32.5,137.77,broken clouds,Majestic Oasis Apartments
501,Ayagoz,KZ,63.16,47.97,80.44,clear sky,Gostinitsa Nur
504,Iqaluit,CA,46.4,63.75,-68.51,broken clouds,Frobisher Inn
505,Bograd,RU,64.4,54.23,90.83,light rain,Gostinitsa Berezka
506,Shakawe,BW,55.63,-18.37,21.85,clear sky,Ditlhapi Guest House
507,Oparino,RU,62.22,59.85,48.28,light rain,"Gostinitsa ""Oparino"""
508,Svetlogorsk,BY,52.18,52.63,29.73,broken clouds,Hotel Svetlogorsk JBIK
510,Okhotsk,RU,53.44,59.38,143.3,overcast clouds,
511,Chignahuapan,MX,61.86,19.83,-98.03,light rain,Aguas Termales de Chignahuapan
513,Dandong,CN,76.91,40.13,124.39,overcast clouds,Yiranju Farmstay
514,Ishinomaki,JP,71.6,38.42,141.3,mist,Hotel Route Inn Ishinomaki Henan Inter
517,Hualmay,PE,60.78,-11.1,-77.61,clear sky,Hotel Restaurant Turístico Casablanca
518,Pilar,BR,73.4,-9.6,-35.96,broken clouds,Pousada Manguaba
519,Ulladulla,AU,57.0,-35.35,150.47,overcast clouds,Sandpiper Motel
521,Alpena,US,78.8,45.06,-83.43,broken clouds,Big Bear Lodge
522,Plettenberg Bay,ZA,57.47,-34.05,23.37,overcast clouds,Thanda Vista B&B
524,Mandalgovi,MN,55.83,45.76,106.27,broken clouds,В.Ганбат
526,Inta,RU,67.41,66.03,60.17,light rain,Apartments in Inta city
527,Namie,JP,77.0,37.48,141.0,overcast clouds,いこいの村なみえ(福島県)
529,Solnechnyy,RU,58.98,50.72,136.63,overcast clouds,Hotel complex Pastoral
531,Sangar,RU,71.8,63.92,127.47,scattered clouds,
533,Talara,PE,64.09,-4.58,-81.27,clear sky,Hostal Oro Negro
534,Araioses,BR,77.29,-2.89,-41.9,light rain,Pousada Vale do magu
535,Zharkent,KZ,67.62,44.16,80.0,clear sky,гостиница Satti
537,Songea,TZ,66.2,-10.68,35.65,broken clouds,mtakuja
538,Mount Isa,AU,69.8,-20.73,139.5,clear sky,ibis Styles Mt Isa Verona
540,Buchanan,LR,76.89,5.88,-10.05,light rain,Kamaneahn Hotel Inc
543,Batagay-Alyta,RU,63.52,67.8,130.41,clear sky,
544,Monte Santo,BR,67.44,-10.44,-39.33,scattered clouds,Pousada Pingo D'Água
546,Saint-Leu,RE,68.0,-21.15,55.28,broken clouds,La Caz Oceane
548,Santa Lucia,ES,71.6,27.91,-15.54,scattered clouds,Hotel Viverde Las Tirajanas
551,Belyy Yar,RU,64.4,53.6,91.39,overcast clouds,Pasportnyy Stol
552,Esperance,AU,48.2,-33.87,121.9,broken clouds,Hospitality Esperance
553,Lukow,PL,64.99,51.93,22.38,overcast clouds,Hotel GROCHOWSKI
554,Ancud,CL,44.01,-41.87,-73.82,broken clouds,HOTEL ANCUD DON LUCAS
555,Calama,CL,57.2,-22.47,-68.93,clear sky,Park Hotel Calama
556,Coffs Harbour,AU,60.8,-30.3,153.13,overcast clouds,Aquajet Motel
557,Darhan,MN,59.34,49.49,105.92,overcast clouds,Buudai Hotel
558,Saint-Francois,FR,69.01,46.42,3.91,clear sky,Manoir Du Bonheur
559,Dutlwe,BW,52.84,-23.98,23.9,clear sky,
560,Roebourne,AU,67.03,-20.78,117.13,few clouds,Harding River Caravan Park
